,category,transit_period,transit_duration,transit_depth,transit_depth.1,planet_radius,star_temperature,star_radius,star_surface_gravity,star_brightness
55,CANDIDATE,2.33293,1.2096,,,3.2,3508.0,0.224,5.062,2.9318913032194027
56,CANDIDATE,2.333123,1.128,12700.0,12700.0,2.95,,0.224,,2.9318913032194027
57,CANDIDATE,20.2073,3.72,735.0,735.0,2.12,,0.7624,,0.6297871036343683
58,CANDIDATE,36.762337,18.73,1770.0,1770.0,3.44,4932.0,0.75,,-0.9563779356028967
59,CANDIDATE,19.565799,5.3,,,6.412,4486.0,0.854,4.652,3.219730556783411
60,CANDIDATE,6.39916,2.472,401.0,401.0,1.48,,0.7006,,0.4004914270664277
61,CANDIDATE,6.3991398,2.1,449.0,449.0,1.85,5210.0,0.8,,0.4004914270664277
62,CANDIDATE,2.72273204,3.596,14940.0,14940.0,,8002.0,2.85976,3.81097,-2.8108677027388147
63,CANDIDATE,15.695142,2.9,,,2.028,4270.0,0.625,4.719,0.6023448019174606
64,CANDIDATE,2.48038,1.848,116.0,116.0,1.44,,1.27,,-0.5087635031537803
65,CANDIDATE,1.9668579,2.4,322.0,322.0,1.51,5063.0,0.77,,0.6133217226042231
66,CANDIDATE,1.96712,2.712,361.0,361.0,1.73,,0.826,,0.6133217226042231
67,CANDIDATE,12.726743,3.88,579.0,579.0,1.91,4767.0,0.73,,0.906649436511614
68,CANDIDATE,13.2359,2.64,469.0,469.0,2.09,,0.924,,0.7377268237208717
69,CANDIDATE,0.18746328,1.07,13200.0,13200.0,217.0,46696.0,17.27,,2.7355263887117527
70,CANDIDATE,8.6382631,1.89,24300.0,24300.0,8.53,3720.0,0.5,,2.5007422518004305
71,CANDIDATE,8.63829,1.53192,,,6.81,3960.0,0.438,4.844,2.5007422518004305
72,CANDIDATE,8.63795,2.0472,27380.0,27380.0,15.1,,0.438,,2.5007422518004305
74,CANDIDATE,0.4775252,2.0472,15255.0,15255.0,20.1,,0.522,,1.310966015140721
75,CANDIDATE,22.197992,2.54,15200.0,15200.0,5.34,3508.0,0.4,,2.00861030767722
76,CANDIDATE,44.394,2.784,15169.999999999998,15169.999999999998,4.07,,0.318,,2.00861030767722
77,CANDIDATE,3.29163,1.2888,394.0,394.0,1.17,,0.567,,0.3077974301559845
78,CANDIDATE,3.2908998,0.96,406.0,406.0,1.57,4671.0,0.72,,0.3077974301559845
80,CANDIDATE,2.8964139,1.63,2890.0,2890.0,2.45,3547.0,0.42,,0.9011609761682334
81,CANDIDATE,2.89607106,1.874,3830.0,3830.0,,3565.0,0.524138,4.71635,0.9011609761682334
82,CANDIDATE,2.896528,1.5984,3274.0000000000005,3274.0000000000005,1.45,,0.242,,0.9011609761682334
83,CANDIDATE,0.44433632,0.72,134.0,134.0,1.01,5208.0,0.8,,-0.5386451205788572
84,CANDIDATE,7.28076,1.872,1293.0,1293.0,2.6,,0.399,,0.7950507428628563
85,CANDIDATE,7.28138,1.32,,,17.0,3784.0,0.399,4.883,0.7950507428628563
86,CANDIDATE,7.28131,1.31,1160.0,1160.0,1.9,3748.0,0.51,,0.7950507428628563
87,CANDIDATE,4.58328,2.208,1520.0,1520.0,2.21,,0.545,,1.1444827180581478
88,CANDIDATE,1.65336,1.608,686.0,686.0,1.51,,0.545,,1.1444827180581478
89,CANDIDATE,5.28081,3.26904,,,10.9,6227.0,3.01,3.676,-0.8142877956020189
90,CANDIDATE,5.28130579,3.552,740.0,740.0,,6161.41,2.66957,3.65337,-0.8142877956020189
91,CANDIDATE,7.655533,3.0,,,2.328,5114.0,0.751,4.687,1.0298348797741774
93,CANDIDATE,0.25967056,0.5,132.0,132.0,0.742,3982.0,0.59,,-0.3367917457278253
94,CANDIDATE,5.54583,2.088,152.0,152.0,0.441,,0.34,,-0.3367917457278253
95,CANDIDATE,18.4502,3.72,850.0000000000001,850.0000000000001,2.52,,0.717,,1.0578870104181284
96,CANDIDATE,35.621,,450.0,450.0,1.89,5440.0,0.898,4.512,-0.5331566602354755
97,CANDIDATE,4.1333,1.704,1120.0,1120.0,1.2,,0.312,,1.5457501520520422
98,CANDIDATE,1.9611469,1.33,7270.0,7270.0,5.93,4166.0,0.64,,1.310966015140721
99,CANDIDATE,1.96133691104,1.632367,9235.0385,9235.0385,15.86577929,4427.0,1.06738,4.22028,1.310966015140721
100,CANDIDATE,40.7302,2.6496,,,7.8,5840.0,0.98,4.44,0.9901959995164222
101,CANDIDATE,18.10220826,4.521,7800.0,7800.0,,6141.1,2.04778,3.88145,-1.7491555407580073
102,CANDIDATE,0.60408352,0.97,963.0,963.0,2.26,4331.0,0.67,,1.936650494286216
103,CANDIDATE,3.52743,1.3296,,,1.11,3624.0,0.257,5.014,1.2329079124792943
104,CANDIDATE,3.52725,1.68,1990.0,1990.0,1.21,,0.257,,1.2329079124792943
105,CANDIDATE,3.5269024,1.57,1670.0,1670.0,2.98,4332.0,0.67,,1.2329079124792943
106,CANDIDATE,9.321691,3.6,,,17.325,5089.0,0.678,4.712,3.4258527341237404
107,CANDIDATE,6.662,3.072,946.0,946.0,1.59,,0.483,,1.280474568788602
111,CANDIDATE,1.395336,1.2312,665.0,665.0,0.76,,0.28,,1.0908177724784178
112,CANDIDATE,1.39533316,1.18,540.0,540.0,,3433.0,0.424658,4.80422,1.0908177724784178
113,CANDIDATE,1.3951513,1.15,616.0,616.0,0.879,3390.0,0.32,,1.0908177724784178
114,CANDIDATE,15.3791,2.28,2560.0,2560.0,1.89,,0.336,,1.6134411629537482
115,CANDIDATE,33.5107,5.2896,,,2.14,5683.0,0.896,4.5,-0.7575737053870764
116,CANDIDATE,33.5116,5.352,732.0,732.0,2.89,,0.875,,-0.7575737053870764
117,CANDIDATE,33.515399,4.81,822.0,822.0,2.03,4222.0,0.65,,-0.7575737053870764
119,CANDIDATE,6.97251,2.808,916.0,916.0,2.01,,0.6252,,0.7523627179698886
121,CANDIDATE,12.3389,2.76,1021.0,1021.0,2.11,,0.628,,1.0761818782293997
122,CANDIDATE,12.339133,2.84,1070.0,1070.0,2.59,4751.0,0.73,,1.0761818782293997
123,CANDIDATE,2.89465,1.44,551.0,551.0,1.75,,0.702,,1.114601100633071
124,CANDIDATE,3.83794,2.112,315.0,315.0,1.51,,0.809,,0.4334221891267171
125,CANDIDATE,5.24086,2.568,292.0,292.0,1.46,,0.809,,0.4334221891267171
126,CANDIDATE,8.91058,2.88,592.0,592.0,2.8,,1.028,,0.3291414426024683
127,CANDIDATE,28.2692,4.2504,,,3.35,5631.0,1.29,4.2,0.0510594518711373
128,CANDIDATE,28.270642,4.3,813.0,813.0,2.79,5545.0,0.9,,0.0510594518711373
129,CANDIDATE,28.2671,4.224,757.0,757.0,2.94,,1.028,,0.0510594518711373
130,CANDIDATE,4.73172,1.2,245.0,245.0,1.7,,1.028,,0.0510594518711373
131,CANDIDATE,0.782022,1.416,267.0,267.0,1.58,,0.94,,0.537702935650967
132,CANDIDATE,0.78214992,1.31,226.0,226.0,1.29,5144.0,0.79,,0.537702935650967
133,CANDIDATE,15.4769,3.528,1729.9999999999998,1729.9999999999998,2.89,,0.66,,1.347555750763265
134,CANDIDATE,6.4498648,1.63,814.0,814.0,2.63,5395.0,0.85,,0.1797333554770824
135,CANDIDATE,6.45027,1.632,606.0,606.0,2.29,,0.894,,0.1797333554770824
139,CANDIDATE,3.262038,2.2536,24289.0,24289.0,,10318.0,5.27397,,-0.7966027567177896
140,CANDIDATE,4.4654,7.488,15900.0,15900.0,45.0,,2.3,,-1.2234830056474644
141,CANDIDATE,21.140574,4.63,50100.0,50100.0,31.5,6205.0,1.29,,-0.3087396150838745
142,CANDIDATE,3.2923818,1.76,9240.0,9240.0,19.6,7824.0,1.87,,1.2158327025221085
143,CANDIDATE,6.90487,3.5088,,,53.0,6599.0,1.45,4.241,1.2158327025221085
144,CANDIDATE,6.9055211,3.65,26500.0,26500.0,33.6,6722.0,1.89,,1.2158327025221085
145,CANDIDATE,1.696374,3.7296,37790.0,37790.0,35.3,,1.793,,1.03288402440939
146,CANDIDATE,3.046136,2.52,37780.0,37780.0,76.0,,1.698,,-1.101517220238986
147,CANDIDATE,3.0459383,2.21,38200.0,38200.0,19.0,5529.0,0.89,,-1.101517220238986
148,CANDIDATE,3.04622,2.5488,,,29.0,5529.0,0.89,4.5,-1.101517220238986
149,CANDIDATE,3.23792,1.4448,431.0,431.0,,4500.0,0.639668,4.67558,0.0571577411415611
150,CANDIDATE,3.238542,1.27,499.0,499.0,1.67,4446.0,0.69,,0.0571577411415611
151,CANDIDATE,3.2367,1.2192,,,1.58,4863.0,0.74,4.597,0.0571577411415611
152,CANDIDATE,6.2719092,5.32,92900.0,92900.0,60.0,7254.0,1.81,,-1.589380361872901
154,CANDIDATE,1.42636,2.328,301.6,301.6,6.66,,4.28,,-1.406431683760183
155,CANDIDATE,3.979287,4.82,35000.0,35000.0,37.5,7430.0,1.84,,-0.979551434830508
156,CANDIDATE,2.1417519,6.93,248000.0,248000.0,86.2,6492.0,1.59,,-1.5283974691686608
157,CANDIDATE,2.86136,2.16,1169.0,1169.0,,3697.0,0.50129,4.73628,1.7036958441560222
158,CANDIDATE,3.10622,2.712,1950.0,1950.0,,3636.0,0.501135,4.73641,1.8256616295645016
159,CANDIDATE,1.814553,3.4368,12890.0,12890.0,,4618.0,10.0566,,1.581730058747544
160,CANDIDATE,17.1541,8.472,19480.0,19480.0,,4930.0,16.1325,,1.2768155952263474
161,CANDIDATE,12.1507,3.84,290.0,290.0,1.48,,0.83,,-0.7356198640135504
162,CANDIDATE,2.4343734,7.44,387000.0,387000.0,61.4,5568.0,0.9,,-0.3087396150838745
163,CANDIDATE,1.8490876,3.12,27400.000000000004,27400.000000000004,17.3,5693.0,0.96,,-0.2477567223796354
164,CANDIDATE,2.620724,2.46,8890.0,8890.0,11.7,6013.0,1.14,,-0.7356198640135504
165,CANDIDATE,2.620799,2.6184,9410.0,9410.0,37.0,,1.725,,-0.7356198640135504
166,CANDIDATE,2.62077,2.112,,,58.0,6302.0,1.4,4.23,-0.7356198640135504
167,CANDIDATE,1.3144014,1.69,426.0,426.0,2.78,6137.0,1.23,,-0.7356198640135504
168,CANDIDATE,4.8045244,2.33,678.0,678.0,3.62,6187.0,1.28,,-0.8575856494220286
169,CANDIDATE,6.14818,3.8856,1513.0,1513.0,,6591.31,2.29043,,-1.101517220238986
170,CANDIDATE,6.48167,2.808,1249.0,1249.0,3.46,,0.922,,0.4230550973669968
171,CANDIDATE,6.4804111,2.94,1210.0,1210.0,3.39,5537.0,0.89,,0.4230550973669968
172,CANDIDATE,2.8445331,5.69,265000.0,265000.0,65.3,6045.0,1.16,,-1.3454487910559436
173,CANDIDATE,0.6687,2.16,119.6,119.6,2.22,,1.942,,-1.7113461472813791
174,CANDIDATE,13.3461,2.6568,5465.0,5465.0,42.0,,2.575,,-0.7356198640135504
175,CANDIDATE,4.13737,2.2368,10490.0,10490.0,24.5,,1.03,,1.2158327025221085
176,CANDIDATE,4.1376047,1.75,9110.0,9110.0,7.33,4581.0,0.7,,1.2158327025221085
177,CANDIDATE,2.469851,2.6592,1234.0,1234.0,6.6,,1.479,,-1.589380361872901
178,CANDIDATE,0.690458,5.8896,6655.0,6655.0,,6912.12,1.50882,,-0.7966027567177896
179,CANDIDATE,4.1687922,6.61,16900.0,16900.0,16.1,6005.0,1.14,,-0.2477567223796354
180,CANDIDATE,21.17051,5.004,15771.0,15771.0,81.0,,2.536,,-0.6746369713093113
181,CANDIDATE,5.31937553733,6.6913995,6537.084,6537.084,19.66846395,6350.0,2.36934,3.78918,-0.3087396150838745
182,CANDIDATE,5.319075,6.756,7124.0,7124.0,20.0,,2.28,,-0.3087396150838745
188,CANDIDATE,6.6223,1.224,3479.9999999999995,3479.9999999999995,,5000.0,5.54598,,1.642712951451783
189,CANDIDATE,0.5217136,4.0152,14286.000000000002,14286.000000000002,452.0,,11.27,,-0.8575856494220286
190,CANDIDATE,11.975818,6.84,78300.0,78300.0,8.43,3320.0,0.28,,1.4060993277593343
191,CANDIDATE,11.97495,6.786,,,256.0,5200.0,3.4,3.32,1.4060993277593343
192,CANDIDATE,5.9895,1.848,354.0,354.0,2.04,,1.03,,-1.5283974691686608
193,CANDIDATE,28.707623,3.61,35700.0,35700.0,21.2,5838.0,1.03,,-0.4307054004923538
194,CANDIDATE,15.4715,3.6288,,,9.2,5791.0,1.89,4.005,-0.2709302216072465
195,CANDIDATE,15.465691,3.08,2490.0,2490.0,4.13,4989.0,0.76,,-0.2709302216072465
196,CANDIDATE,1.4556637,2.512,29580.000000000004,29580.000000000004,,6520.0,1.84406,4.03395,-0.6307292885622584
197,CANDIDATE,1.45556515,2.5488,27008.0,27008.0,71.0,,2.043,,-0.6307292885622584
198,CANDIDATE,3.3262396,5.81,1010.0,1010.0,1.16,3404.0,0.33,,-0.3471588374875457
199,CANDIDATE,3.32592848,4.655,910.0,910.0,,4017.0,60.6949,,-0.3471588374875457
200,CANDIDATE,3.3255,7.104,1179.0,1179.0,1080.0,,85.0,,-0.3471588374875457
201,CANDIDATE,13.1426,5.712,5290.0,5290.0,200.0,,13.9,,1.6914992656151746
202,CANDIDATE,4.4743465,2.0,1200.0,1200.0,3.06,5248.0,0.81,,-0.1398170022931321
203,CANDIDATE,4.47471,3.0336,1729.9999999999998,1729.9999999999998,22.0,,2.486,,-0.1398170022931321
204,CANDIDATE,2.1989041,6.83,324000.0,324000.0,46.6,4938.0,0.75,,-0.5959690397208418
205,CANDIDATE,4.1657292,2.47,2270.0,2270.0,1.86,3442.0,0.36,,0.9847075391730404
206,CANDIDATE,0.2358684,0.7416,754.0,754.0,6.1,,1.792,,-0.1837246850401839
207,CANDIDATE,12.99109,1.656,6020.0,6020.0,43.0,,4.5,,1.4323219716221571
208,CANDIDATE,1.7359447,2.82,430.0,430.0,1.89,5354.0,0.84,,-0.1599413568855307
209,CANDIDATE,1.8389349,1.43,177.0,177.0,0.837,3930.0,0.58,,-1.3247146075365015
210,CANDIDATE,1.83916,1.5072,151.5,151.5,0.62,,0.48,,-1.3247146075365015
211,CANDIDATE,2.032664,1.4088,1159.0,1159.0,1.92,,0.535,,0.6736947863814201
212,CANDIDATE,6.11706,2.064,976.0,976.0,1.76,,0.535,,0.6736947863814201
213,CANDIDATE,1.859017,3.21408,,,64.0,6842.0,2.03,4.01,-0.7533049028977797
214,CANDIDATE,1.85872487,3.213,41430.0,41430.0,,6015.0,2.01889,3.87316,-0.7533049028977797
215,CANDIDATE,1.8590179,3.36,44400.00000000001,44400.00000000001,30.5,6244.0,1.33,,-0.7533049028977797
217,CANDIDATE,0.8411257,2.92,150.0,150.0,0.884,4289.0,0.66,,0.2559619713573816
218,CANDIDATE,29.33873041,5.083,12770.0,12770.0,,3171.0,0.528528,4.71253,1.1115519559978584
220,CANDIDATE,1.68027,2.616,262.0,262.0,2.9,,1.275,,-0.7642818235845422
221,CANDIDATE,2.54427583,2.146,120.0,120.0,,8188.0,3.23826,3.71913,-2.5077827259987444
222,CANDIDATE,0.7099504,2.172,16512.0,16512.0,80.0,,2.065,,-0.3063002993757052
227,CANDIDATE,3.400858,2.28,3404.0,3404.0,14.1,,0.983,,-1.0368753539724924
228,CANDIDATE,3.4007758,2.29,3310.0,3310.0,5.57,5520.0,0.89,,-1.0368753539724924
232,CANDIDATE,28.46762,7.62,31445.0,31445.0,37.0,,1.97,,-0.5782840008366125
233,CANDIDATE,28.465633,7.63,30900.0,30900.0,18.4,5700.0,0.96,,-0.5782840008366125
235,CANDIDATE,8.79689,6.96,527.0,527.0,4.85,,2.047,,-0.5740151983473158
236,CANDIDATE,1.153886,2.7696,,,99.0,6841.0,1.8,4.09,-1.0039445919122032
237,CANDIDATE,1.6398934,4.06,146000.0,146000.0,33.0,5175.0,0.79,,-0.4429019790332014
239,CANDIDATE,23.210585,2.05,4190.0,4190.0,5.7,5244.0,0.81,,-0.7459869557732708
240,CANDIDATE,23.21037,2.4408,4533.0,4533.0,15.3,,1.207,,-0.7459869557732708
241,CANDIDATE,1.330023,1.7352,2836.0,2836.0,44.0,,2.4,,-1.2917838454762125
242,CANDIDATE,50.73641,5.0328,3938.0,3938.0,10.31,,1.349,,-0.4880293196343384
244,CANDIDATE,46.1373,6.936,1137.0,1137.0,2.6,,0.723,,0.4035405717016402
245,CANDIDATE,22.6398,3.744,200.0,200.0,1.27,,0.862,,-1.686343161272641
246,CANDIDATE,24.193613,7.54,106000.0,106000.0,30.7,5457.0,0.87,,-0.8758805172333011
247,CANDIDATE,2.784496,0.4656,5850.0,5850.0,2.09,,0.256,,1.1737545065561827
248,CANDIDATE,0.64292573,5.977,24600.0,24600.0,,2914.0,0.362033,4.86227,1.1097224692167311
249,CANDIDATE,10.2236,10.3992,,,132.0,6960.0,2.04,4.05,0.7767558750515849
251,CANDIDATE,2.7518,1.248,99.2,99.2,0.669,,0.647,,-1.348497935691155
252,CANDIDATE,23.277669,4.75,198000.0,198000.0,32.8,4379.0,0.68,,0.5255063571101184
253,CANDIDATE,24.6842,4.968,408.00000000000006,408.00000000000006,2.49,,1.17,,-0.5429139230681538
254,CANDIDATE,2.6454165,2.72,12000.0,12000.0,9.47,5179.0,0.79,,-0.7295215747431266
255,CANDIDATE,2.64594828,2.688,11240.000000000002,11240.000000000002,,6634.0,1.98054,3.98751,-0.7295215747431266
256,CANDIDATE,20.98296043,2.961,3380.0,3380.0,,4822.0,0.739921,4.59235,0.9847075391730404
257,CANDIDATE,1.5271792,2.298,1920.0,1920.0,,5359.0,0.899453,4.49859,1.1298468238091308
258,CANDIDATE,7.8392,3.504,158.00000000000003,158.00000000000003,1.46,,1.115,,-0.7807472046146874
260,CANDIDATE,2.320937,2.736,3298.0,3298.0,15.7,,1.157,,-1.7278115283115234
261,CANDIDATE,1.94297,1.4,,,2.571,3197.0,0.436,4.846,0.8389584256099092
265,CANDIDATE,46.38363,5.2368,1771.0,1771.0,3.22,,0.762,,-0.7880651517391964
266,CANDIDATE,46.40651,4.55,1760.0,1760.0,3.35,4812.0,0.73,,-0.7880651517391964
267,CANDIDATE,16.56127,4.368,1090.0,1090.0,0.957,,0.258,,-0.1611610147396159
268,CANDIDATE,16.563155,4.41,1010.0,1010.0,1.66,3669.0,0.48,,-0.1611610147396159
269,CANDIDATE,18.357773,5.13,452.0,452.0,1.74,4937.0,0.75,,-0.1916524610917349
270,CANDIDATE,18.3647,5.856,421.0,421.0,2.61,,1.22,,-0.1916524610917349
271,CANDIDATE,21.9184,2.904,1330.0,1330.0,3.18,,0.72,,0.7944409139358143
272,CANDIDATE,49.8558,7.032,539.0,539.0,3.29,,1.359,,-1.3905761316570806
273,CANDIDATE,4.9818921,3.84,555.0,555.0,2.66,5849.0,1.04,,-0.3800895995478351
274,CANDIDATE,4.98049071,4.087,410.0,410.0,,5234.0,1.13733,4.27715,-0.3800895995478351
275,CANDIDATE,4.98205,3.92592,,,2.3,5594.0,1.01,4.382,-0.3800895995478351
276,CANDIDATE,4.9815,3.828,590.2,590.2,2.39,,0.92,,-0.3800895995478351
277,CANDIDATE,3.3055191,1.14,1110.0,1110.0,1.27,3430.0,0.35,,1.331090369733121
278,CANDIDATE,3.30524,1.08,1210.0,1210.0,6.6,,1.79,,1.331090369733121
279,CANDIDATE,4.30221683,7.536,26130.0,26130.0,,7168.62,4.08069,3.42072,-1.352766738180453
284,CANDIDATE,11.31028,4.44,17730.0,17730.0,18.9,,1.44,,1.7067449887912347
285,CANDIDATE,11.31009,4.27608,,,130.0,4793.0,10.0,2.37,1.7067449887912347
286,CANDIDATE,16.63311,2.34,,,44.0,5700.0,2.19,3.84,0.515139265350398
287,CANDIDATE,16.63237,2.36,43300.0,43300.0,10.7,3648.0,0.47,,0.515139265350398
288,CANDIDATE,16.63091654,2.255,40870.0,40870.0,,5121.0,1.27372,4.16342,0.515139265350398
289,CANDIDATE,1.057171,1.4712,204.00000000000003,204.00000000000003,1.51,,1.004,,0.2492538531599146
294,CANDIDATE,0.98036126,1.14,523.0,523.0,1.44,3932.0,0.58,,0.4145174923884037
295,CANDIDATE,0.97988263,1.427,420.0,420.0,,4063.0,0.701061,4.56888,0.4145174923884037
296,CANDIDATE,0.980294,1.116,655.0,655.0,1.81,,0.685,,0.4145174923884037
297,CANDIDATE,14.2005,3.72,856.0,856.0,2.36,,0.786,,-0.1636003304477852
298,CANDIDATE,28.8077,2.184,8530.0,8530.0,2.08,,0.215,,1.799438985701678
299,CANDIDATE,3.75927,1.608,3610.0,3610.0,68.0,,10.7,,1.965922282784252
300,CANDIDATE,2.41628,2.496,704.0,704.0,2.68,,1.01,,0.4187862948777002
301,CANDIDATE,2.4165066,2.4,560.0,560.0,0.988,3483.0,0.38,,0.4187862948777002
302,CANDIDATE,4.4984354,1.68,1850.0,1850.0,3.12,4309.0,0.66,,1.211563900032811
303,CANDIDATE,0.3938505,1.3128,488.00000000000006,488.00000000000006,13.7,,2.16,,-0.1111550427221392
304,CANDIDATE,2.3240489,4.04,154000.0,154000.0,33.4,5107.0,0.78,,-1.1509133633294195
305,CANDIDATE,1.86732,1.656,79.39999999999999,79.39999999999999,0.648,,0.693,,-0.9002736743149963
306,CANDIDATE,22.9735,3.384,541.0,541.0,2.61,,1.067,,0.0772820957339597
308,CANDIDATE,14.658196,1.59,1060.0,1060.0,1.6,3610.0,0.45,,-0.2861759447833066
309,CANDIDATE,14.65835,1.548,1029.0,1029.0,1.12,,0.339,,-0.2861759447833066
310,CANDIDATE,6.4349,4.344,263.0,263.0,2.47,,1.493,,-0.1934819478728622
311,CANDIDATE,4.27065,1.392,2200.0,2200.0,7.6,,1.5,,0.9725109606321928
312,CANDIDATE,7.64309,1.296,2360.0,2360.0,8.0,,1.5,,0.9725109606321928
313,CANDIDATE,16.858,2.0592,,,5.6,5957.0,1.07,4.351,-0.417289164097421
314,CANDIDATE,2.167697,4.8744,2228.0,2228.0,12.14,,2.489,,-0.2495862091607627
315,CANDIDATE,19.2299,2.568,922.0,922.0,1.96,,0.612,,0.3236529822590865
316,CANDIDATE,5.07152,2.04,2160.0,2160.0,3.2,,0.426,,1.1353352841525115
317,CANDIDATE,8.1191,2.904,,,57.0,6040.0,1.2,4.32,-0.1782362246968032
318,CANDIDATE,16.235,5.904,,,11.0,6040.0,1.2,4.32,-0.1782362246968032
320,CANDIDATE,4.20773,2.232,277.0,277.0,1.47,,0.834,,-0.064198215339875
321,CANDIDATE,1.1761477,1.3056,1360.0,1360.0,19.3,,2.38,,-1.017970657234178
322,CANDIDATE,27.270191,7.3,,,2.5,6171.0,1.612,4.129,-0.9325946074482436
323,CANDIDATE,2.475527,0.4992,,,42.0,5962.0,1.06,4.4,-0.2416584331092116
324,CANDIDATE,2.4756313,0.79,798.0,798.0,2.48,5239.0,0.81,,-0.2416584331092116
325,CANDIDATE,2.475573,0.8808,898.0,898.0,2.98,,0.888,,-0.2416584331092116
326,CANDIDATE,17.7256773,1.629,2859.9999999999995,2859.9999999999995,15.4613,6010.0,1.63,4.06,-1.0039445919122032
327,CANDIDATE,17.7259,1.752,3338.0,3338.0,23.4,,1.752,,-1.0039445919122032
328,CANDIDATE,17.725837,1.62,2990.0,2990.0,6.63,5971.0,1.11,,-1.0039445919122032
329,CANDIDATE,17.72507,1.56312,,,45.0,6189.0,1.33,4.152,-1.0039445919122032
330,CANDIDATE,54.169832,4.23,136000.0,136000.0,22.0,3836.0,0.55,,2.0214167151451083
332,CANDIDATE,6.79143,2.496,738.9999999999999,738.9999999999999,1.72,,0.609,,0.5273358438912457
333,CANDIDATE,14.353347,3.25,648.0,648.0,2.19,5162.0,0.79,,-0.2087276710489222
334,CANDIDATE,14.3533,3.264,625.0,625.0,2.18,,0.855,,-0.2087276710489222
335,CANDIDATE,1.88282,4.008,5950.0,5950.0,2.6,,0.257,,2.2714465752324897
336,CANDIDATE,6.4756,3.48,174.0,174.0,1.85,,1.339,,-0.041634545039307
337,CANDIDATE,2.31803,1.728,1429.9999999999998,1429.9999999999998,2.34,,0.589,,1.6774732002931998
338,CANDIDATE,2.3181466,1.89,1570.0,1570.0,2.9,4343.0,0.67,,1.6774732002931998
339,CANDIDATE,6.37733,1.584,769.0,769.0,0.76,,0.262,,2.300718363730526
342,CANDIDATE,0.80032756,2.0,104000.0,104000.0,21.3,4028.0,0.61,,1.4975736668156938
343,CANDIDATE,8.3958,6.696,340.0,340.0,3.95,,1.996,,0.274256839168653
344,CANDIDATE,12.25823207,1.117,760.0,760.0,,5038.0,0.758844,4.60153,0.0766722668069177
345,CANDIDATE,12.2631,1.2792,,,1.87,5106.0,0.717,4.603,0.0766722668069177
346,CANDIDATE,12.26422,1.68,726.0,726.0,2.22,,0.7596,,0.0766722668069177
347,CANDIDATE,12.263354,1.46,680.9999999999999,680.9999999999999,2.16,4980.0,0.76,,0.0766722668069177
348,CANDIDATE,10.3631,2.592,620.0,620.0,1.64,,0.613,,0.995684459859804
355,CANDIDATE,9.38053,5.16,385.0,385.0,2.89,,1.412,,-0.3428900349982491
356,CANDIDATE,9.3826,4.7112,,,2.39,6377.0,1.38,4.223,-0.3428900349982491
357,CANDIDATE,9.3813402,4.88,358.0,358.0,2.86,6305.0,1.39,,-0.3428900349982491
358,CANDIDATE,5.6505,2.64,164.0,164.0,1.33,,1.012,,-0.5551105016090013
359,CANDIDATE,4.2304959,2.08,1230.0,1230.0,2.56,4335.0,0.67,,1.6451522671599526
360,CANDIDATE,4.23119,2.16,1580.0,1580.0,2.17,,0.516,,1.6451522671599526
361,CANDIDATE,9.9487,3.648,152.5,152.5,1.48,,1.136,,-0.6002378422101394
362,CANDIDATE,4.1107634,1.31,2630.0,2630.0,1.01,2989.0,0.18,,1.814684708877738
363,CANDIDATE,1.131316,0.86592,,,4.6,6292.0,1.32,4.27,0.1230192652621388
364,CANDIDATE,1.131305,1.236,1366.0,1366.0,3.93,,1.122,,0.1230192652621388
367,CANDIDATE,4.1029,5.088,124.0,124.0,2.28,,1.98,,-0.1800657114779305
368,CANDIDATE,14.454495,2.21,843.0,843.0,2.21,4521.0,0.7,,0.1974183943613118
369,CANDIDATE,28.564994,3.92,914.0,914.0,2.25,4418.0,0.68,,0.2712076945334405
370,CANDIDATE,5.87672094142,2.4735452,10167.398700000002,10167.398700000002,8.02139241,4111.0,0.807445,4.43205,0.9981237755679734
371,CANDIDATE,5.879829,2.5296,9542.0,9542.0,6.97,,0.701,,0.9981237755679734
372,CANDIDATE,5.87913354,2.427,8410.0,8410.0,,4111.0,0.807445,4.43205,0.9981237755679734
373,CANDIDATE,5.8796123,2.53,9220.0,9220.0,6.5,4089.0,0.62,,0.9981237755679734
374,CANDIDATE,5.87975,2.43792,,,3.76,4056.0,0.393,4.883,0.9981237755679734
376,CANDIDATE,3.292013,1.104,6580.0,6580.0,5.76,,0.674,,1.7872424071608304
377,CANDIDATE,3.291897,1.03104,,,3.39,3850.0,0.395,4.882,1.7872424071608304
378,CANDIDATE,3.2920598,1.14,6420.0,6420.0,4.54,3764.0,0.52,,1.7872424071608304
379,CANDIDATE,7.4448754,1.03,610.0,610.0,2.11,5132.0,0.78,,-1.0820026945736294
380,CANDIDATE,13.8543,5.04,269.0,269.0,3.18,,1.848,,-0.7167151672752359
381,CANDIDATE,54.976021,5.9,64600.0,64600.0,39.1,6333.0,1.41,,-0.559989133025341
382,CANDIDATE,2.59824,1.044,8700.0,8700.0,7.7,,0.788,,2.0488590168620173
383,CANDIDATE,2.573088,2.214,,,34.0,5165.0,2.5,3.68,-2.183963565739234
384,CANDIDATE,2.5730187,2.67,52000.0,52000.0,17.2,4488.0,0.69,,-2.183963565739234
385,CANDIDATE,37.827,3.408,556.0,556.0,1.42,,0.577,,0.2480341953058294
386,CANDIDATE,0.35840528,0.63,286.0,286.0,1.92,5862.0,1.04,,0.3815867303281143
