,category,transit_period,transit_duration,transit_depth,transit_depth.1,planet_radius,star_temperature,star_radius,star_surface_gravity,star_brightness
1943,CANDIDATE,2.169466,1.653,1780.0,1780.0,5.81205,5823.0,1.35,4.2,0.5893133051449524
1944,CANDIDATE,1.9422802,2.768,8140.0,8140.0,15.1178,6950.0,1.6,4.21,0.8869479039340319
1945,CANDIDATE,6.1735306,3.163,12950.0,12950.0,11.2676,5435.0,0.96,4.45,1.1036489282067727
1946,CANDIDATE,3.6364993,3.509,16700.0,16700.0,16.4306,6552.0,1.23,4.39,0.6999613260204317
1947,CANDIDATE,18.010652,4.952,4580.0,4580.0,12.5654,5740.0,1.85,3.91,0.6433507106887904
1948,CANDIDATE,1.8851834,1.428,5450.0,5450.0,17.0369,5807.0,1.25,4.26,1.1277880866923429
1951,CANDIDATE,2.3540163,2.416,10020.0,10020.0,15.1575,6124.0,1.48,4.16,0.9190517593818456
1952,CANDIDATE,2.4759733,1.0466923,386.7493472,386.7493472,2.8062638,6025.0,1.33012,4.33135,-1.9180345654691064
1953,CANDIDATE,10.7448417,3.298,38070.0,38070.0,11.9772,4701.0,0.63,4.72,1.1214163291225474
1954,CANDIDATE,5.7604868,3.08,14580.0,14580.0,14.0917,5530.3,1.12,4.33,0.9239531113586104
1957,CANDIDATE,4.9640641,4.908,4910.0,4910.0,13.6926,6323.0,1.95,3.95,0.8869479039340319
1958,CANDIDATE,7.5420435,3.854,7720.0,7720.0,9.55159,5949.0,1.07,4.42,0.4770723448770236
1960,CANDIDATE,2.7625084,2.037,16160.0,16160.0,10.8143,4694.0,0.83,4.48,1.2016759677420812
1963,CANDIDATE,2.1473577,2.706,2300.0,2300.0,10.0889,5834.0,2.12,3.81,0.5577608517945245
1964,CANDIDATE,4.162733,3.319,12870.0,12870.0,11.1057,5744.2,0.97,,0.7868990567083081
1965,CANDIDATE,0.708548,0.845,800.0,800.0,4.66694,5678.0,1.52,4.08,-0.2521875623659599
1966,CANDIDATE,3.3843865,3.845,10730.0,10730.0,16.224,5848.0,1.52,4.1,1.0737506811485038
1967,CANDIDATE,1.4875055,1.874,44400.0,44400.0,18.3083,5142.0,0.83,4.54,0.9963705868153194
1968,CANDIDATE,0.1846924,0.386,1390.0,1390.0,4.10645,5958.8,0.9,4.57,0.3027680152033038
1969,CANDIDATE,3.9471513,1.993,16080.0,16080.0,18.7538,6351.0,1.37,4.26,1.1270528838958276
1970,CANDIDATE,0.6711626,1.168,2330.0,2330.0,12.243,5632.0,2.43,3.67,0.9128025356114692
1971,CANDIDATE,1.7246234,1.979,11820.0,11820.0,15.5191,5776.0,1.37,4.18,0.7569395427503297
1972,CANDIDATE,4.0350169,2.108,25420.0,25420.0,12.5268,5240.2,0.75,4.64,0.4283651596079176
1974,CANDIDATE,2.5082498,1.393,16210.0,16210.0,20.6073,5909.0,1.51,4.11,1.176924140259416
1975,CANDIDATE,0.9953936,2.238,280.0,280.0,1.35321,5697.0,0.84,4.6,-1.006940626578096
1977,CANDIDATE,3.7170532,3.751,7220.0,7220.0,15.999,6065.0,1.9,3.94,1.0540840063417327
1978,CANDIDATE,4.5879078,3.464,2040.0,2040.0,5.59491,5785.0,1.25,4.26,0.6805397188124983
1979,CANDIDATE,1.9663653,1.637,29670.0,29670.0,13.2267,4687.0,0.74,4.58,0.8492687606126474
1981,CANDIDATE,3.3328544,6.488,2300.0,2300.0,13.2674,6272.0,2.91,3.6,0.6192115522032214
1982,CANDIDATE,3.1474843,0.913,5640.0,5640.0,12.7493,5102.2,0.7,4.68,0.2067627833584119
1984,CANDIDATE,0.5348968,0.504,6240.0,6240.0,5.99059,5414.2,0.58,4.88,1.041217957402723
1985,CANDIDATE,2.9884191,3.575,12890.0,12890.0,16.3009,6636.0,1.4,4.29,0.1017513172562127
1987,CANDIDATE,1.7932884,3.299,16170.0,16170.0,22.7665,7122.0,1.74,,0.2479341399632412
1988,CANDIDATE,4.9208778,3.888,5680.0,5680.0,12.4437,9668.0,1.65,4.39,0.2098261283438896
1989,CANDIDATE,0.5209929,1.101,8570.0,8570.0,18.4513,6116.2,2.01,3.89,0.7876342595048222
1990,CANDIDATE,4.7838171,2.035,10210.0,10210.0,11.571,5688.0,1.1,4.36,0.7819364378318328
1991,CANDIDATE,6.9724832,5.156,4110.0,4110.0,18.9679,7616.0,2.16,4.02,-0.1132955007243704
1992,CANDIDATE,0.9195617,1.153,9180.0,9180.0,8.69931,5616.0,0.82,4.3762,-0.3080017080013766
1993,CANDIDATE,7.4710819,2.511,24880.0,24880.0,12.8097,5262.0,0.81,4.57,1.1619137498305718
1994,CANDIDATE,4.9197461,3.023,10380.0,10380.0,12.6447,5822.0,1.21,4.3,0.9782968514009978
1995,CANDIDATE,1.6281719,2.128,12020.0,12020.0,15.3377,6020.0,1.35,4.22,1.1608109456358
1997,CANDIDATE,3.3187528,1.96,6490.0,6490.0,9.77184,5709.0,1.21,4.28,1.057514952725468
1998,CANDIDATE,1.5622382,1.676,3230.0,3230.0,18.0467,4801.0,3.08,,0.426037017418954
1999,CANDIDATE,3.4813976,2.694,21800.0,21800.0,20.9129,6704.0,1.4,4.3,0.6717785521540298
2000,CANDIDATE,4.5302876,2.713,22840.0,22840.0,12.3919,4693.0,0.81,4.5,0.9972283234112536
2004,CANDIDATE,6.1214801,3.861,17560.0,17560.0,17.6327,6356.0,1.24,4.35,1.0159759947223812
2005,CANDIDATE,3.9072351,3.366,14650.0,14650.0,13.9055,6294.0,1.13,4.42,0.5322125546156345
2006,CANDIDATE,2.276734,1.832,3620.0,3620.0,10.8605,6494.0,1.78,4.06,0.6910776255625444
2007,CANDIDATE,1.0191022,1.228,2230.0,2230.0,7.10309,6865.0,1.53,4.24,0.3471252505930308
2008,CANDIDATE,7.2748135,3.779,15010.0,15010.0,17.4324,6792.7,1.4,4.24,0.1049371960411093
2009,CANDIDATE,0.934057,1.318,620.0,620.0,13.4544,5023.0,5.19,,-0.2444066661028456
2012,CANDIDATE,4.5697688,3.369,9780.0,9780.0,17.1535,4976.0,1.7,,1.0262688338735884
